Changed database context to 'LCCHPTestImport'.

(178284 rows affected)
FamilytoPropertyID FamilyID    PropertyID  PropertyLinkTypeID ReviewStatusID StartDate        EndDate          isPrimaryResidence CreatedDate             ModifiedDate           
------------------ ----------- ----------- ------------------ -------------- ---------------- ---------------- ------------------ ----------------------- -----------------------

(0 rows affected)
           
-----------
     183214

(1 rows affected)
HistoricFamilyID HistoricPropertyID CountRelats
---------------- ------------------ -----------
            1146              10018         204
            1527               8920         204
            1329              10121         204
             662               8491         204
            1135               8798         204
            1213               6969         204
             309               6895         204
             179               9905         204
            1619               6901         204
            1256              10307         186
            1185               6921         124
            1611               9246         124
             818                716         124
            1420                975         124
             951              10217         124
            1226               7545         124
            1194              10045         124
            1791               1496         124
            1388              10548         124
            1686              10535         124
             888               6830         124
             318               6844         124
            1858              10556         124
            1363              10632         124
            1371              10444         124
             251               9108         102
             262               7421         102
            2022               9915         102
             189               6875         102
             313               9661         102
             636               7846         102
             859               8639         102
            1941               8804         102
             865               8546         102
             557               8398         102
              76               9023         102
            1468               7713         102
             326               7624         102
             347               8571         102
             967               6585         102
            1779               6943         102
            1058               7353         102
            1005               8686         102
            2031               6926         102
            1331               7376         102
             359               7850         102
             360               7900         102
            1218               6836         102
            1708               8320         102
             787               6574         102
            1217              10124         102
             583               7556         102
            1631              10105         102
            1424               6369         102
             538               8787         102
            1216               7658         102
             748               6796         102
             877               8941         102
            1621               6589         102
            1772               6837         102
             967                637         102
            1009               6375         102
            1807               7340         102
            1511               9628         102
            1477              10183         102
            1054               9899         102
            1705               8022         102
            1326               8478         102
             206               6896         102
            1008               8223         102
             343               6929         102
            1858               6872         102
             891               7959         102
              73               7594         102
             833               6790         102
            1376              10118         102
            1860                637         102
            1725               9036         102
             964               7277         102
            1329               8636         102
             230               6369         102
            1045               7452         102
             858               8088         102
            1112               8357         102
            1764               9813         102
            1582               6379         102
            1078               7858         102
            1651               6591         102
            1425               7409         102
            1582              10773         102
             833               7766         102
             389               9638         102
            1175               8636         102
             749               7762         102
             789               8775         102
            1307               8509         102
             320               6532         102
             742               7994         102
             998              10123         102
             582               8909         102
             333               9184         102
            1297               8394         102
             313               6787         102
            1145              10246         102
             217               6946         102
             650               6864         102
            1176               8231         102
            1296              10096         102
            1550               8324         102
             816               8355         102
             157               6925         102
            1538              10070         102
            1136               7722         102
             335               9899         102
            1610               8803         102
            1850               2128         102
            1167               6371         102
             804               7505         102
            1592               8775         102
             866               7190         102
             394               8264         102
             330               8138         102
             647               7198         102
            1011               8172         102
             701               9776         102
             918               6852         102
            1462               7296         102
            1258               9171         102
            1386              10731         102
            1545               9918         102
             767               7809         102
            1788              10125         102
             335              10082         102
             380               9266         102
            1137               6861         102
             639               8273         102
              60               7495         102
            1824               9776         102
             652               8575         102
            1303               7296         102
            1781               9899         102
             681               7671         102
             681               8295         102
            1535               9920         102
             818               6880         102
             918              10118         102
             105               6965         102
             833               7531         102
            1697              10184         102
            1407               6351         102
             915              10100         102
             358               6792         102
              63               6926         102
            1236               9903         102
            1099               8965         102
            1789               9233         102
             205               6894         102
             486               8495         102
             747               9660         102
            1739              10770         102
            1952               8067         102
            1175               9755         102
            1966               6355         102
            1292               6862         102
            1494               9819         102
            1330               9046         102
              32               8792         102
             979               9327         102
             221               6956         102
            1220               7797         102
            1593               8138         102
            1967               6960         102
            1146               7765         102
            1324               6351         102
            1567               8138         102
            1016               9638         102
            1974               6585         102
             799               6860         102
            1295                637         102
            1718               7353         102
            1667               9338         102
            1340               7475         102
             211               6798         102
            1398               9978         102
            1100               6868         102
             342               9266         102
            1239               9274         102
             920               8609         102
            1159               9813         102
            1942               8138         102
             788               8009         102
             969               8465         102
            1369                417         102
             642               8497         102
             907               9163         102
            1068              10256         102
             367               1788         102
            1435               7684         102
             906               7344         102
            1934              10298         102
            1218               6598         102
             862               6358         102
             218               7505         102
             119               9982         102
            1167               8323         102
             196               9299         102
             630               6831         102
            1129               8775         102
            1389               8264         102
            1598               7414         102
              47               6861         102
            2040              10775         102
             636               8241         102
            1580               7527         102
            2061               9266         102
             847               8272         102
             926               7975         102
             832               8624         102
