Changed database context to 'LCCHPTestImport'.

(178284 rows affected)
FamilytoPropertyID FamilyID    PropertyID  PropertyLinkTypeID ReviewStatusID StartDate        EndDate          isPrimaryResidence CreatedDate             ModifiedDate           
------------------ ----------- ----------- ------------------ -------------- ---------------- ---------------- ------------------ ----------------------- -----------------------

(0 rows affected)
           
-----------
     183214

(1 rows affected)
HistoricFamilyID HistoricPropertyID CountRelats
---------------- ------------------ -----------
            1407               6446         102
             991              10118         102
            1009               6384         102
            1694              10124         102
            1536               9899         102
             444               7452         102
             803               7215         102
             965              10121         102
             736               8571         102
             791               8961         102
            1346               7340         102
             799               6964         102
             628               6964         102
            1355               7846         102
            1306               8972         102
              99               7471         102
            1375              10621         102
            1207               8120         102
            1222               9638         102
             862               6828         102
             267               6852         102
            1404               8701         102
             498               7995         102
            1013               8407         102
             323               8783         102
            1711               9755         102
             951               6858         102
              64               9713         102
            1825               7282         102
            1344               6931         102
            1231              10184         102
            1354               6574         102
            1714               7675         102
            2001               8834         102
             788               6925         102
             596               7684         102
             611               8249         102
            1621              10251         102
            1801               7219         102
             575               7361         102
             100               8071         102
             340               8778         102
            1810               6958         102
            2062               7213         102
            1068               8465         102
            1912               7344         102
            1517               8316         102
             845               9756         102
            1238               6958         102
            1223               8414         102
             308               7477         102
            1218               9819         102
             287               7254         102
             379               9108         102
            1494               8357         102
            1213               9756         102
            2011               7804         102
             834              10106         102
             337              10005         102
            1644              10184         102
            1688               7340         102
              98               9651         102
               9               7792         102
            1160               6798         102
            1096               6861         102
             366               8039         102
             807               9916         102
             660               7340         102
            1632              10055         102
             298               7505         102
             970               8587         102
            1470               6353         102
            1360               9063         102
             863               8953         102
            1757               7426         102
             853               9190         102
             224               7576         102
            1665               6926         102
             841               6880         102
             753               8503         102
            1994               9332         102
            1077               8301         102
             779              10100         102
             846               7928         102
             963               8401         102
            1843               8961         102
              73               8055         102
            1257               9076         102
              72               6574         102
             755              10005         102
             591               7838         102
            1333              10782         102
            1302               8243         102
            1511              10121         102
             397               9150         102
            1986               6875         102
            2063               9776         102
             232               6366         102
            1420               6911         102
            2076               6786         102
             871               8356         102
             191               6832         102
             105               7344         102
            1465               7604         102
            1200               8547         102
              39               7528         102
             949               9916         102
             862               8961         102
            1955               8398         102
            1213               6931         102
            1599               7594         102
             729              10020         102
             889               7588         102
            2020               7426         102
             892               6853         102
            1718               7268         102
             401               6911         102
             385               6823         102
             822               8509         102
             948               7353         102
            1116               9648         102
              87               6896         102
             737              10018         102
             717               2131         102
            1117               7588         102
             655               6599         102
            1334              10260         102
            2036               8324         102
            1420               6379         102
            1389               7684         102
             309               8961         102
             159              10781         102
            1560               8546         102
            1079               9755         102
             119               7527         102
             267               6383         102
             627               9462         102
            1494               8701         102
            1301               5245         102
            1808               9921         102
             419               9088         102
            1238               9915         102
            1745               9848         102
             725              10021         102
             925               8284         102
            1180               6934         102
             273               9848         102
             846               8017         102
            1710               9299         102
              24               7461         102
            1964               9156         102
             844               8370         102
            1692               9338         102
            1150               9921         102
            1697               9922         102
            1279               9922         102
             645               7987         102
            1629               6872         102
            1400               7340         102
            1424               9819         102
            1422              10106         102
            1498               7421         102
             230               6456         102
            1175               7936         102
            1552               9341         102
             587               7794         102
             115               8238         102
            1276               7680         102
            1548               6362         102
            1730               7675         102
             344               9307         102
             610               6931         102
               1               9812         102
            1443               7320         102
            1637               6924         102
             280               8033         102
            1316               2149         102
             680               6918         102
             187               9776         102
            1261               9917         102
            1496              10126         102
              99               7254         102
            1232               6453         102
             131               8489         102
             309               6903         102
            1859               7621         102
             241               8158         102
             157               9920         102
             296               6541         102
            1299               8071         102
            1251               9184         102
            1175               7621         102
             347               8117         102
            1039               9650         102
            1700               8317         102
             797               9046         102
             306               6368         102
             866              10272         102
            1609              10186         102
             260               6599         102
             728               8168         102
             144               8975         102
            1950               8330         102
            1130               6786         102
             826               6368         102
            1249               8295         102
             776               7198         102
             300               6965         102
             169              10096         102
            1546               8490         102
             297               9921         102
             790               8569         102
            1614               9233         102
            1523               9899         102
             939               9221         102
            1028               8289         102
            2004               9901         102
             968               7195         102
            1836               9913         102
            1004              10118         102
             584               1591         102
            1529               7353         102
            1671               6863         102
             199               8575         102
             946               9776         102
             842               7538         102
             655               6935         102
             381               7340         102
             280               7768         102
             130              10189         102
            1252               9332         102
             111               8231         102
            1984               8497         102
            1373              10082         102
            1777               7675         102
            1883               6984         102
             170               7936         102
            1502               6585         102
            1177               8778         102
            1265               8386         102
             757               7307         102
             195               8238         102
             724               6958         102
            2006                337         102
             216               9660         102
            1092              10118         102
            1160               6456         102
             285               8464         102
             157               9755         102
            1482               8885         102
            1995               6787         102
             212               7686         102
            1699               7624         102
             871               1788         102
            1249               7597         102
             455               9024         102
             119               7454         102
            1494               6965         102
            1008              10787         102
             451               8945         102
               1               6828         102
             621               8185         102
            1245              10297         102
             235               8587         102
             678               8961         102
             959               6964         102
            1497               8268         102
            1396               6984         102
            1087               7313         102
            1406               6358         102
             567               9972         102
             811               8775         102
             861               9276         102
             509               7904         102
            1105               9181         102
             591               6858         102
             844               8371         102
            1330              10125         102
             632               7523         102
              40               8495         102
              58               1564         102
             885              10636         102
             851               8079         102
            1206               7296         102
             818               6837         102
            1491               6592         102
             661               9905         102
               8               9922         102
            1547               7630         102
             307               9713         102
            1126              10712         102
            1112               8571         102
             152               9340         102
             970               8832         102
              48               9913         102
             322               8775         102
            1153               9900         102
             468               8639         102
            1450               8784         102
            1122               6362         102
            1064               8931         102
            1082               6594         102
            1953               6960         102
            1231               8806         102
             566              10300         102
            1532               7918         102
            1335              10775         102
             122               8783         102
             822              10105         102
            1265               7828         102
            1270               8255         102
            1775               6903         102
            1098               8849         102
             319               7217         102
             178               7259         102
            1811               8804         102
            1996               9488         102
             798               8719         102
             205               9819         102
             972               7953         102
             124               9982         102
             783               6792         102
             347               8264         102
            1331               7836         102
             159               9921         102
             303               6920         102
             728               6837         102
            1519               9179         102
            1471               7630         102
             119               7228         102
             298               2128         102
             160               8674         102
            1939               8343         102
              22               9922         102
            1430               9819         102
             835                417         102
            1079               6934         102
             201                637         102
             176               7978         102
            1729              10125         102
            1560              10053         102
             954               7765         102
             289              10009         102
            1549              10612         102
            1702               6317         102
            1106              10124         102
             194               7238         102
             398               7836         102
            1127               7530         102
             596               5218         102
             991               8800         102
            1557               6832         102
            2025               9108         102
             698               6821         102
             705               7588         102
            1217               6943         102
              29               8233         102
            1736               8373         102
            1766               8701         102
             168                417         102
             880               7675         102
             319               8547         102
             854              10065         102
            1135               8635         102
            1408               6929         102
            1263               8915         102
            1328               8836         102
            1638               8503         102
            1993               8301         102
            1135               8778         102
            1433               6833         102
             720               9918         102
            1220               9150         102
            1212               8728         102
            1524              10272         102
             265               8305         102
            1132               8520         102
             214               8129         102
            1542               7686         102
             115               8313         102
            1087               8546         102
            1721              10083         102
             848               7840         102
             586               8417         102
            1089               7684         102
            1247               6798         102
            1127               8371         102
            1501               8295         102
             391               8803         102
             831                417         102
            1752               8546         102
             761               8465         102
             932               7340         102
             583               7984         102
             596               7353         102
             919               6520         102
            1680               6387         102
            1446               7994         102
             942               8792         102
             862               6895         102
             782              10096         102
            1260               6894         102
            1865               7861         102
            1089               7578         102
             973               6943         102
             715               2112         102
            1522              10636         102
             894              10251         102
             798               7851         102
             242               8131         102
             127               8940         102
            1106              10206         102
            1244               6594         102
            1374               8179         102
             697               8233         102
            1192               7244         102
             730               6833         102
            1252               8636         102
            1949              10189         102
            1337               9371         102
            1597               9899         102
            2050               8324         102
             593               9218         102
            1634               6918         102
             722              10009         102
            1358               9462         102
            1928               8489         102
            1542               7454         102
            1285               8624         102
             781               8832         102
             822              10118         102
            1767               8770         102
            1059               6903         102
              75               8393         102
             798               9156         102
             934               8885         102
            1563               9921         102
            1988               6924         102
             235               7773         102
            1124               8507         102
              72               9981         102
             131               8123         102
            1853               7205         102
            1266              10061         102
            1401               9179         102
            1687               6541         102
              71               6353         102
            1852               7195         102
            1479               6585         102
            1264              10622         102
            1134               7340         102
             931               8034         102
            1564               9072         102
             278               8306         102
            1976              10124         102
             721               6381         102
            1870               6902         102
            1479                637         102
            1402               8911         102
            1785               8806         102
             908              10116         102
             909               6831         102
            1240               9331         102
            1849               9158         102
            1168               9914         102
            1269               9650         102
             299               8489         102
              68               7675         102
             766               8179         102
             168               7979         102
             660              10055         102
            1405               7936         102
             913               7838         102
             850               8080         102
            1475               8490         102
            1694              10251         102
             696              10061         102
             644               7674         102
            1472               8927         102
            1434               8701         102
            1619               6362         102
            2054               9915         102
            1727               9913         102
              73               8331         102
              73               8391         102
            1198               8070         102
            1543               6969         102
            1597               9905         102
             856               7861         102
            1310               7667         102
             662               9900         102
            1073               6926         102
             252               8793         102
             270               8789         102
             801               8241         102
            1120               9124         102
             979               8324         102
            1161               8509         102
             904              10206         102
              68               8800         102
             849               8362         102
            1327               7530         102
             807               9897         102
             763               6375         102
            1603               8770         102
             388               8330         102
             992               7312         102
            1408               6995         102
            1095               9812         102
            1557               6894         102
            1221               6452         102
            2077               6880         102
            1674               6371         102
            1087               9900         102
            1785              10186         102
             782               7517         102
              26                417         102
            1129               7566         102
            1706              10835         102
             813               7477         102
            1668               9899         102
            1806               8491         102
            1294               6806         102
              73               2131         102
              34              10070         102
             679                337         102
            1916              10341         102
             660               8781         102
             145               6895         102
              19               8575         102
            1262               6387         102
            1637               6453         102
             147                417         102
            1280               7488         102
             973               9900         102
            1126               7597         102
            1230               7276         102
            1451               6993         102
            1806               6353         102
             830               6911         102
             351               7198         102
            1246               7593         102
             754               7744         102
             750               9657         102
            1484               7276         102
            1361               7554         102
             634               6901         102
             924               7932         102
             772               7840         102
             294               8320         102
            1937               7842         102
             729               9274         102
            1134              10123         102
            1830               6926         102
            1701               9650         102
             669               9648         102
            1607               6594         102
            1531               7994         102
            1586               6984         102
               2               9614         102
             393               6828         102
             242               8372         102
             883               9900         102
             225               9488         102
            1645              10843          84
            1915               7290          62
             885               6429          62
            1851              10539          62
            1291               9861          62
            1741               9728          62
             275               9203          62
            1696               8085          62
            1045               2583          62
            1731               9799          62
             800                925          62
            1016              10577          62
            1854               8221          62
            1209               9742          62
            1624              10188          62
            2014                359          62
            1765               8695          62
            1612               9810          62
             271               6891          62
            1336              10001          62
             647              10201          62
            2019              10003          62
            1110               9053          62
             628               9823          62
            1753               6940          62
            1564               9134          62
             759               6529          62
            1577               9931          62
            2065               8327          62
            1017               9611          62
            1087               9770          62
            1131               3457          62
              91               3517          62
             796               2180          62
            1931                354          62
            1248              10525          62
            1457              10574          62
            1029               9511          62
            1633               9896          62
            1135              10446          62
            1823               9143          62
            1442               9176          62
            1884               5169          62
             425               1833          62
            1287               6805          62
             984               1628          62
            2002              10023          62
            1998               8584          62
             487              10704          62
            2046               2310          62
            1857               6390          62
            1798               9290          62
              22               7000          62
            1322              10631          62
             166               1523          62
             868                947          62
            1385              10581          62
             738              10239          62
            1146               7399          62
            1183               9768          62
            1055               8085          62
            1481               5181          62
            1722               7435          62
            2075               1821          62
            1494               9957          62
            2002               6473          62
            1222               1780          62
             381               6514          62
            1943               6568          62
            1753               9837          62
             317               6975          62
             882               9760          62
            1201              10531          62
            1026               6891          62
            1314               6388          62
             867               9825          62
               1               9611          62
            1689               6491          62
            1293                423          62
            1079               9803          62
            2018               9999          62
            1442              10269          62
            1623               9829          62
             244              10548          62
             948               9751          62
            1448               2064          62
            1930               7520          62
            1330               1773          62
             361               9630          62
            1911               6953          62
             341              10058          62
            1758              10464          62
            1514               5009          62
            1951              10233          62
            1300              10204          62
            1897               9627          62
            1224              10201          62
             634              10214          62
            1862               6356          62
            1420               6467          62
            1155               6408          62
             714               9821          62
            1309               7939          62
            1424               6529          62
            1897               9707          62
             137               9732          62
             142               7657          62
             785              10101          62
            1707               9773          62
            1774               1810          62
             369               9176          62
            1286              10373          62
             862              10111          62
             181               9161          62
            1682               9963          62
            1129               6975          62
            1528               2129          62
            1643              10480          62
             403               7677          62
            1261               9839          62
             770               6356          62
             267               7862          62
            1282                988          62
            1254              10635          62
             125               8498          62
             722               9301          62
            1393               6838          62
             353               6815          62
            1365               7440          62
            1181               9797          62
            1833               6441          62
            2007               8062          62
            1752              10102          62
            1620               9837          62
             764               6578          62
             805               9026          62
              23              10061          62
             888               9859          62
             702               9752          62
            1389               9524          62
             258               9815          62
            1892              10557          62
             917              10080          62
            1139               6403          62
            1201              10279          62
